Date,Hour,Total_series_values
2019-01-10,4,1138
2019-01-10,5,1253
2019-01-10,6,1345.66
2019-01-10,7,1695.9
2019-01-10,8,2248.84
2019-01-10,9,2570.35
2019-01-10,10,2911.09
2019-01-10,11,3237.25
2019-01-10,12,3320.19
2019-01-10,13,3466.92
2019-01-10,14,3464.81
2019-01-10,15,3378.16
2019-01-10,16,3323.33
2019-01-10,17,3081.91
2019-01-10,18,2755.49
2019-01-10,19,2148.84
2019-01-10,20,1798.3
2019-01-10,21,1720.7
2019-01-10,22,1506.7
2019-01-10,23,1260.3
2019-01-11,0,1165.7
2019-01-11,1,1138.6
2019-01-11,2,1139.3
2019-01-11,3,1131.6
2019-01-11,4,1130.1
2019-01-11,5,1252.93
2019-01-11,6,1363.4
2019-01-11,7,1745.04
2019-01-11,8,2252.78
2019-01-11,9,2581.06
2019-01-11,10,2920.97
2019-01-11,11,3244.82
2019-01-11,12,3445.92
2019-01-11,13,3742.19
2019-01-11,14,4025.4
2019-01-11,15,4010.19
2019-01-11,16,3928.52
2019-01-11,17,3745.09
2019-01-11,18,3395.08
2019-01-11,19,2426.45
2019-01-11,20,1936.92
2019-01-11,21,1809.4
2019-01-11,22,1561.9
2019-01-11,23,1353.1
2019-01-12,0,1284.5
2019-01-12,1,1261.2
2019-01-12,2,1249.4
2019-01-12,3,1240.5
2019-01-12,4,1244
2019-01-12,5,1261.91
2019-01-12,6,1250.03
2019-01-12,7,1377.21
2019-01-12,8,1617.17
2019-01-12,9,1713.83
2019-01-12,10,1906.05
2019-01-12,11,1994.73
2019-01-12,12,2033.4
2019-01-12,13,1958.66
2019-01-12,14,1987.22
2019-01-12,15,1971.78
2019-01-12,16,1915.34
2019-01-12,17,1860.14
2019-01-12,18,1747.44
2019-01-12,19,1564.24
2019-01-12,20,1501.8
2019-01-12,21,1513.4
2019-01-12,22,1369.5
2019-01-12,23,1266.9
2019-01-13,0,1215.1
2019-01-13,1,1201.8
2019-01-13,2,1168.6
2019-01-13,3,1162.1
2019-01-13,4,1149.6
2019-01-13,5,1159.54
2019-01-13,6,1158.78
2019-01-13,7,1348.85
2019-01-13,8,1368.34
2019-01-13,9,1421.19
2019-01-13,10,1475.07
2019-01-13,11,1523.78
2019-01-13,12,1656.69
2019-01-13,13,1781.99
2019-01-13,14,1842.95
2019-01-13,15,1947.29
2019-01-13,16,2010.45
2019-01-13,17,2022.89
2019-01-13,18,2040.31
2019-01-13,19,1576.67
2019-01-13,20,1395.67
2019-01-13,21,1392.4
2019-01-13,22,1384.8
2019-01-13,23,1326.3
2019-01-14,0,1283.7
2019-01-14,1,1257.9
2019-01-14,2,1236.1
2019-01-14,3,1228.8
2019-01-14,4,1252.6
2019-01-14,5,1378.92
2019-01-14,6,1480.24
2019-01-14,7,2058.69
2019-01-14,8,2828.32
2019-01-14,9,3462.94
2019-01-14,10,4144.93
2019-01-14,11,4458.04
2019-01-14,12,4777.33
2019-01-14,13,5073.35
2019-01-14,14,5177.71
2019-01-14,15,5155.56
2019-01-14,16,4949.92
2019-01-14,17,4699.92
2019-01-14,18,4291.54
2019-01-14,19,2900.72
2019-01-14,20,2218.89
2019-01-14,21,2090.9
2019-01-14,22,1783.3
2019-01-14,23,1496.6
2019-01-15,0,1422.7
2019-01-15,1,1407.8
2019-01-15,2,1373.2
2019-01-15,3,1336.5
2019-01-15,4,1347.5
2019-01-15,5,1456.33
2019-01-15,6,1590.66
2019-01-15,7,2383.14
2019-01-15,8,3211.27
2019-01-15,9,3842.61
2019-01-15,10,4551.5
2019-01-15,11,4952.18
2019-01-15,12,5140.89
2019-01-15,13,5407.97
2019-01-15,14,5345.67
2019-01-15,15,5106.95
2019-01-15,16,4868.88
2019-01-15,17,4571.43
2019-01-15,18,4032.02
2019-01-15,19,2727.1
2019-01-15,20,2140.9
2019-01-15,21,2033.7
2019-01-15,22,1735.1
2019-01-15,23,1500.7
2019-01-16,0,1438
2019-01-16,1,1437.9
2019-01-16,2,1414.8
2019-01-16,3,1379.2
2019-01-16,4,1383.1
2019-01-16,5,1492.51
2019-01-16,6,1612.52
2019-01-16,7,2332.96
2019-01-16,8,3050.86
2019-01-16,9,3452.17
2019-01-16,10,4009.32
2019-01-16,11,4393.56
2019-01-16,12,4646.2
2019-01-16,13,4772.74
2019-01-16,14,4849.44
2019-01-16,15,4629.23
2019-01-16,16,4291.55
2019-01-16,17,3957.73
2019-01-16,18,3407.88
2019-01-16,19,2477.11
2019-01-16,20,2057.39
2019-01-16,21,1943.8
2019-01-16,22,1664.7
2019-01-16,23,1449.9
2019-01-17,0,1369
2019-01-17,1,1357.8
2019-01-17,2,1355.4
2019-01-17,3,1364.2
2019-01-17,4,1379.8
2019-01-17,5,1523.7
2019-01-17,6,1609.17
2019-01-17,7,2446.24
2019-01-17,8,3326.11
2019-01-17,9,3874.76
2019-01-17,10,4190.69
2019-01-17,11,4369.9
2019-01-17,12,4451.88
2019-01-17,13,4661.97
2019-01-17,14,4792.95
2019-01-17,15,4827.73
2019-01-17,16,4635.03
2019-01-17,17,4232.06
2019-01-17,18,3801.16
2019-01-17,19,2720.08
2019-01-17,20,2207.96
2019-01-17,21,2117.8
2019-01-17,22,1816.5
2019-01-17,23,1530.5
2019-01-18,0,1447.7
2019-01-18,1,1398.5
2019-01-18,2,1393.9
2019-01-18,3,1393.4
2019-01-18,4,1394.9
2019-01-18,5,1521.3
2019-01-18,6,1646.14
2019-01-18,7,2502.83
2019-01-18,8,3331.96
2019-01-18,9,3828.34
2019-01-18,10,4281.68
2019-01-18,11,4545.65
2019-01-18,12,4601.72
2019-01-18,13,4484.43
2019-01-18,14,4347.75
2019-01-18,15,4146.33
2019-01-18,16,3909.21
2019-01-18,17,3583.56
2019-01-18,18,3185.63
2019-01-18,19,2329.89
2019-01-18,20,1931.6
2019-01-18,21,1847.5
2019-01-18,22,1613.8
2019-01-18,23,1386.7
2019-01-19,0,1282.1
2019-01-19,1,1273.1
2019-01-19,2,1266.5
2019-01-19,3,1251.3
2019-01-19,4,1230
2019-01-19,5,1224.11
2019-01-19,6,1238.05
2019-01-19,7,1270.63
2019-01-19,8,1419.85
2019-01-19,9,1528.2
2019-01-19,10,1546.44
2019-01-19,11,1547.85
2019-01-19,12,1509.13
2019-01-19,13,1489.27
2019-01-19,14,1485.27
2019-01-19,15,1510.1
2019-01-19,16,1504.94
2019-01-19,17,1440.22
2019-01-19,18,1460.25
2019-01-19,19,1449.5
2019-01-19,20,1453.51
2019-01-19,21,1425.4
2019-01-19,22,1318.6
2019-01-19,23,1246.8
2019-01-20,0,1208.8
2019-01-20,1,1189.1
2019-01-20,2,1194.6
2019-01-20,3,1183.9
2019-01-20,4,1167.6
2019-01-20,5,1160.71
2019-01-20,6,1176.21
2019-01-20,7,1373.6
2019-01-20,8,1391.01
2019-01-20,9,1435.74
2019-01-20,10,1466.08
2019-01-20,11,1580.19
2019-01-20,12,1723.96
2019-01-20,13,1744.14
2019-01-20,14,1798.58
2019-01-20,15,1776.98
2019-01-20,16,1801.8
2019-01-20,17,1766.49
2019-01-20,18,1787.54
2019-01-20,19,1462.61
2019-01-20,20,1347.16
2019-01-20,21,1359.4
2019-01-20,22,1345.1
2019-01-20,23,1285.2
2019-01-21,0,1232.1
2019-01-21,1,1218
2019-01-21,2,1216.6
2019-01-21,3,1222.5
2019-01-21,4,1249.7
2019-01-21,5,1385.8
2019-01-21,6,1502.21
2019-01-21,7,1986.41
2019-01-21,8,2794.28
2019-01-21,9,3139.68
2019-01-21,10,3424.63
2019-01-21,11,3761.18
2019-01-21,12,4059.03
2019-01-21,13,4266.21
2019-01-21,14,4409.03
2019-01-21,15,4393.83
2019-01-21,16,4244.51
2019-01-21,17,3973.65
2019-01-21,18,3640.91
2019-01-21,19,2525.98
2019-01-21,20,2015.11
2019-01-21,21,1905.9
2019-01-21,22,1620.6
2019-01-21,23,1364.2
2019-01-22,0,1274.9
2019-01-22,1,1272.4
2019-01-22,2,1269.8
2019-01-22,3,1247.5
2019-01-22,4,1244.8
2019-01-22,5,1363.5
2019-01-22,6,1498.98
2019-01-22,7,2099.25
2019-01-22,8,2794.38
2019-01-22,9,3215.1
2019-01-22,10,3667.63
2019-01-22,11,4181.12
2019-01-22,12,4508.15
2019-01-22,13,4906.63
2019-01-22,14,5013.2
2019-01-22,15,5068
2019-01-22,16,4984.47
2019-01-22,17,4687.55
2019-01-22,18,4176.92
2019-01-22,19,2931.7
2019-01-22,20,2231.22
2019-01-22,21,1968.2
2019-01-22,22,1634.8
2019-01-22,23,1419.7
2019-01-23,0,1336.7
2019-01-23,1,1318.4
2019-01-23,2,1321.9
2019-01-23,3,1307.9
2019-01-23,4,1286.1
2019-01-23,5,1394
2019-01-23,6,1510.74
2019-01-23,7,2123.05
2019-01-23,8,2852.45
2019-01-23,9,3375.93
2019-01-23,10,3723
2019-01-23,11,3948.67
2019-01-23,12,4158.38
2019-01-23,13,4315.75
2019-01-23,14,4487.89
2019-01-23,15,4464.65
2019-01-23,16,4282.43
2019-01-23,17,4067.99
2019-01-23,18,3593.06
2019-01-23,19,2572.43
2019-01-23,20,2028.35
2019-01-23,21,1864.2
2019-01-23,22,1641.1
2019-01-23,23,1411.3
2019-01-24,0,1321.8
2019-01-24,1,1310.8
2019-01-24,2,1309.9
2019-01-24,3,1295.9
2019-01-24,4,1261.8
2019-01-24,5,1366.11
2019-01-24,6,1470.04
2019-01-24,7,1996.78
2019-01-24,8,2649.15
2019-01-24,9,3144.02
2019-01-24,10,3779.77
2019-01-24,11,4250.91
2019-01-24,12,4609.92
2019-01-24,13,4918.02
2019-01-24,14,5058.55
2019-01-24,15,5014.65
2019-01-24,16,4897.04
2019-01-24,17,4787.13
2019-01-24,18,4554.25
2019-01-24,19,3106.09
2019-01-24,20,2438.32
2019-01-24,21,2224.5
2019-01-24,22,1902.8
2019-01-24,23,1642
2019-01-25,0,1576.3
2019-01-25,1,1548.2
2019-01-25,2,1507.7
2019-01-25,3,1509.9
2019-01-25,4,1530.6
2019-01-25,5,1626.2
2019-01-25,6,1769.81
2019-01-25,7,2805.38
2019-01-25,8,3998.25
2019-01-25,9,4713.6
2019-01-25,10,5253.36
2019-01-25,11,5550.39
2019-01-25,12,5717.44
2019-01-25,13,5816.51
2019-01-25,14,5744.66
2019-01-25,15,5329.39
2019-01-25,16,4831.68
2019-01-25,17,4453.53
2019-01-25,18,4069.21
2019-01-25,19,2894.56
2019-01-25,20,2242.47
2019-01-25,21,2014.2
2019-01-25,22,1704.4
2019-01-25,23,1480
2019-01-26,0,1409.8
2019-01-26,1,1397
2019-01-26,2,1429.2
2019-01-26,3,1428.4
2019-01-26,4,1435.2
2019-01-26,5,1428.4
2019-01-26,6,1435.98
2019-01-26,7,1568.22
2019-01-26,8,1711.87
2019-01-26,9,1757.53
2019-01-26,10,1746.64
2019-01-26,11,1750.07
2019-01-26,12,1761.58
2019-01-26,13,1779.55
2019-01-26,14,1772.97
2019-01-26,15,1790.88
2019-01-26,16,1795.88
2019-01-26,17,1766.33
2019-01-26,18,1803.97
2019-01-26,19,1778.26
2019-01-26,20,1747.87
2019-01-26,21,1701.9
2019-01-26,22,1528.3
2019-01-26,23,1442.9
2019-01-27,0,1417.5
2019-01-27,1,1421.9
2019-01-27,2,1403.9
2019-01-27,3,1386.2
2019-01-27,4,1377
2019-01-27,5,1384.3
2019-01-27,6,1385.01
2019-01-27,7,1732.12
2019-01-27,8,1750.58
2019-01-27,9,1770.88
2019-01-27,10,1733.43
2019-01-27,11,1740.24
2019-01-27,12,1742.37
2019-01-27,13,1866.9
2019-01-27,14,1882.08
2019-01-27,15,1881.22
2019-01-27,16,1937.42
2019-01-27,17,1871.57
2019-01-27,18,1885.91
2019-01-27,19,1564.09
2019-01-27,20,1478.71
2019-01-27,21,1435
2019-01-27,22,1429.6
2019-01-27,23,1385.8
2019-01-28,0,1355.9
2019-01-28,1,1352.2
2019-01-28,2,1361
2019-01-28,3,1343.3
2019-01-28,4,1331.2
2019-01-28,5,1357.4
2019-01-28,6,1414.98
2019-01-28,7,1788.42
2019-01-28,8,1862.41
2019-01-28,9,1808.78
2019-01-28,10,1982.47
2019-01-28,11,2139.04
2019-01-28,12,2303.81
2019-01-28,13,2442.85
2019-01-28,14,2635.28
2019-01-28,15,2757.87
2019-01-28,16,2859.57
2019-01-28,17,2886.86
2019-01-28,18,2945.71
2019-01-28,19,2192.45
2019-01-28,20,1776.27
2019-01-28,21,1684.8
2019-01-28,22,1589.1
2019-01-28,23,1464.3
2019-01-29,0,1392.1
2019-01-29,1,1373.6
2019-01-29,2,1364.7
2019-01-29,3,1351.5
2019-01-29,4,1374.6
2019-01-29,5,1486.1
2019-01-29,6,1611.32
2019-01-29,7,2206.45
2019-01-29,8,3041.26
2019-01-29,9,3557.16
2019-01-29,10,4146.11
2019-01-29,11,4544.12
2019-01-29,12,4813.08
2019-01-29,13,5068.38
2019-01-29,14,5095.1
2019-01-29,15,5020.59
2019-01-29,16,4928.26
2019-01-29,17,4585.86
2019-01-29,18,4077.6
2019-01-29,19,2760.41
2019-01-29,20,2138.77
2019-01-29,21,1949.1
2019-01-29,22,1689.4
2019-01-29,23,1428.8
2019-01-30,0,1347.7
2019-01-30,1,1354.7
2019-01-30,2,1343.5
2019-01-30,3,1328.3
2019-01-30,4,1347.2
2019-01-30,5,1450.1
2019-01-30,6,1557.81
2019-01-30,7,2191.1
2019-01-30,8,2906.58
2019-01-30,9,3414.59
2019-01-30,10,3957.86
2019-01-30,11,4419.97
2019-01-30,12,4761.92
2019-01-30,13,5051.5
2019-01-30,14,5140.96
2019-01-30,15,5180.44
2019-01-30,16,5083.67
2019-01-30,17,4801.93
2019-01-30,18,4162.74
2019-01-30,19,2815.78
2019-01-30,20,2210.4
2019-01-30,21,2045.2
2019-01-30,22,1729.5
2019-01-30,23,1495.5
2019-01-31,0,1424.2
2019-01-31,1,1429.4
2019-01-31,2,1371
2019-01-31,3,1340.2
2019-01-31,4,1344.7
2019-01-31,5,1465.1
2019-01-31,6,1569.15
2019-01-31,7,2186.55
2019-01-31,8,2889.51
2019-01-31,9,3273.04
2019-01-31,10,3626.74
2019-01-31,11,3768.78
2019-01-31,12,3850.31
2019-01-31,13,3891.52
2019-01-31,14,3766.12
2019-01-31,15,3649.38
2019-01-31,16,3438.78
2019-01-31,17,3170.02
2019-01-31,18,2855.77
2019-01-31,19,2180.89
2019-01-31,20,1826
2019-01-31,21,1753
2019-01-31,22,1521.4
2019-01-31,23,1296.7
2019-02-01,0,1210.2
2019-02-01,1,1186.2
2019-02-01,2,1184
2019-02-01,3,1184.7
2019-02-01,4,1201.8
2019-02-01,5,1310.6
2019-02-01,6,1427.94
2019-02-01,7,1859.93
2019-02-01,8,2428.18
2019-02-01,9,2854.35
2019-02-01,10,2376.42
2019-02-01,11,1678.8
2019-02-01,12,5572.12
2019-02-01,13,4251.12
2019-02-01,14,3553.91
2019-02-01,15,3582.95
2019-02-01,16,3518.32
2019-02-01,17,3284.92
2019-02-01,18,2986.98
2019-02-01,19,2270.81
2019-02-01,20,1871.03
2019-02-01,21,1766.2
2019-02-01,22,1512.4
2019-02-01,23,1301.8
2019-02-02,0,1193.1
2019-02-02,1,1149.6
2019-02-02,2,1143.5
2019-02-02,3,1138.1
2019-02-02,4,1129.4
2019-02-02,5,1120.5
2019-02-02,6,1132.08
2019-02-02,7,1191.13
2019-02-02,8,1331.53
2019-02-02,9,1448.66
2019-02-02,10,1521.55
2019-02-02,11,1622.21
2019-02-02,12,1709.39
2019-02-02,13,1735.39
2019-02-02,14,1744.62
2019-02-02,15,1761.47
2019-02-02,16,1773.25
2019-02-02,17,1727.32
2019-02-02,18,1716.34
2019-02-02,19,1656.47
2019-02-02,20,1624.86
2019-02-02,21,1609.4
2019-02-02,22,1466.4
2019-02-02,23,1333.1
2019-02-03,0,1267.2
2019-02-03,1,1261
2019-02-03,2,1269.6
2019-02-03,3,1247.7
2019-02-03,4,1209.4
2019-02-03,5,1210.2
2019-02-03,6,1214.82
2019-02-03,7,1639.26
2019-02-03,8,1717.85
2019-02-03,9,1897.88
2019-02-03,10,2067.96
2019-02-03,11,2122.26
2019-02-03,12,2114.38
2019-02-03,13,2154.09
2019-02-03,14,2252.22
2019-02-03,15,2301.47
2019-02-03,16,2238.27
2019-02-03,17,2215.07
2019-02-03,18,2187.06
2019-02-03,19,1635.06
2019-02-03,20,1402.68
2019-02-03,21,1392.9
2019-02-03,22,1373.7
2019-02-03,23,1323.2
2019-02-04,0,1299.7
2019-02-04,1,1281.5
2019-02-04,2,1281.3
2019-02-04,3,1288.3
2019-02-04,4,1303.2
2019-02-04,5,1457.9
2019-02-04,6,1661.34
2019-02-04,7,2327.34
2019-02-04,8,3226.67
2019-02-04,9,3661.27
2019-02-04,10,4045.03
2019-02-04,11,4322.74
2019-02-04,12,4305.51
2019-02-04,13,4406.73
2019-02-04,14,4241.36
2019-02-04,15,4108
2019-02-04,16,3882.4
2019-02-04,17,3548.2
2019-02-04,18,3169.6
2019-02-04,19,2360.4
2019-02-04,20,1952.8
2019-02-04,21,1862.6
2019-02-04,22,1582.8
2019-02-04,23,1325.8
2019-02-05,0,1243.3
2019-02-05,1,1236.1
2019-02-05,2,1230.9
2019-02-05,3,1213.9
2019-02-05,4,1220.9
2019-02-05,5,1355.9
2019-02-05,6,1517.8
2019-02-05,7,2028.2
2019-02-05,8,2628
2019-02-05,9,3027.8
2019-02-05,10,3417.6
2019-02-05,11,3629
2019-02-05,12,3665.9
2019-02-05,13,3803.4
2019-02-05,14,3801.5
2019-02-05,15,3918.6
2019-02-05,16,4090
2019-02-05,17,4039.9
2019-02-05,18,3710.5
2019-02-05,19,3022
2019-02-05,20,2636.9
2019-02-05,21,2369.2
2019-02-05,22,2039.5
2019-02-05,23,1739.1
2019-02-06,0,1659.3
2019-02-06,1,1613.9
2019-02-06,2,1573.7
2019-02-06,3,1576.6
2019-02-06,4,1527.9
2019-02-06,5,1656.1
2019-02-06,6,1736.9
2019-02-06,7,2140.8
2019-02-06,8,2852.7
2019-02-06,9,3447.3
2019-02-06,10,4020
2019-02-06,11,4451.6
2019-02-06,12,4612.7
2019-02-06,13,4819.1
2019-02-06,14,4860.3
2019-02-06,15,4910.7
2019-02-06,16,4835.5
2019-02-06,17,4687.4
2019-02-06,18,4196.3
2019-02-06,19,3338.4
2019-02-06,20,2818.9
2019-02-06,21,2466.5
2019-02-06,22,2041.9
2019-02-06,23,1743.4
2019-02-07,0,1660.3
2019-02-07,1,1660.4
2019-02-07,2,1670.3
2019-02-07,3,1634
2019-02-07,4,1658.9
2019-02-07,5,1785.9
2019-02-07,6,1832
2019-02-07,7,2289.4
2019-02-07,8,3076.4
2019-02-07,9,3616.1
2019-02-07,10,4170.5
2019-02-07,11,4558.9
2019-02-07,12,4632.9
2019-02-07,13,4709
2019-02-07,14,4820.9
2019-02-07,15,4641
2019-02-07,16,4489.8
2019-02-07,17,4258.9
2019-02-07,18,3827.6
2019-02-07,19,2691
2019-02-07,20,2150.9
2019-02-07,21,2015.1
2019-02-07,22,1679.2
2019-02-07,23,1458.9
2019-02-08,0,1395.4
2019-02-08,1,1374.6
2019-02-08,2,1372.4
2019-02-08,3,1347.8
2019-02-08,4,1363.8
2019-02-08,5,1496.2
2019-02-08,6,1616.8
2019-02-08,7,2297.1
2019-02-08,8,2860
2019-02-08,9,3330.5
2019-02-08,10,3596.5
2019-02-08,11,3752.5
2019-02-08,12,3857.2
2019-02-08,13,3941.3
2019-02-08,14,3923.7
2019-02-08,15,3775.6
2019-02-08,16,3611
2019-02-08,17,3364.6
2019-02-08,18,3027.3
2019-02-08,19,2250.7
2019-02-08,20,1872.9
2019-02-08,21,1758
2019-02-08,22,1521
2019-02-08,23,1286.7
2019-02-09,0,1212.1
2019-02-09,1,1159.2
2019-02-09,2,1143.3
2019-02-09,3,1142.6
2019-02-09,4,1140.6
2019-02-09,5,1135
2019-02-09,6,1128.7
2019-02-09,7,1226.3
2019-02-09,8,1372.9
2019-02-09,9,1485.9
2019-02-09,10,1580.5
2019-02-09,11,1588.1
2019-02-09,12,1555.7
2019-02-09,13,1507.8
2019-02-09,14,1420.1
2019-02-09,15,1385.5
2019-02-09,16,1430.5
2019-02-09,17,1399.8
2019-02-09,18,1370.7
2019-02-09,19,1348.9
2019-02-09,20,1328.2
2019-02-09,21,1323.8
2019-02-09,22,1179.1
2019-02-09,23,1106
2019-02-10,0,1090.5
2019-02-10,1,1087.7
2019-02-10,2,1081.4
2019-02-10,3,1070.3
2019-02-10,4,1075.6
2019-02-10,5,1084.6
2019-02-10,6,1079.3
2019-02-10,7,1345.2
2019-02-10,8,1386.5
2019-02-10,9,1404.5
2019-02-10,10,1361.3
2019-02-10,11,1322.3
2019-02-10,12,1324.2
2019-02-10,13,1314.9
2019-02-10,14,1304.6
2019-02-10,15,1384
2019-02-10,16,1474.2
2019-02-10,17,1440.5
2019-02-10,18,1530.2
2019-02-10,19,1308.3
2019-02-10,20,1208.1
2019-02-10,21,1188.4
2019-02-10,22,1177.4
2019-02-10,23,1106.8
2019-02-11,0,1084.2
2019-02-11,1,1087
2019-02-11,2,1086.8
2019-02-11,3,1087.2
2019-02-11,4,1102.1
2019-02-11,5,1239.6
2019-02-11,6,1363.7
2019-02-11,7,1766.7
2019-02-11,8,2405.7
2019-02-11,9,2913.7
2019-02-11,10,3285.4
2019-02-11,11,3534.9
2019-02-11,12,3773.8
2019-02-11,13,4140.1
2019-02-11,14,4067.5
2019-02-11,15,3971
2019-02-11,16,3983.9
2019-02-11,17,3759
2019-02-11,18,3275.1
2019-02-11,19,2374.1
2019-02-11,20,1979.5
2019-02-11,21,1806.5
2019-02-11,22,1503.7
2019-02-11,23,1264.3
2019-02-12,0,1203.9
2019-02-12,1,1194.2
2019-02-12,2,1180.5
2019-02-12,3,1185.5
2019-02-12,4,1172.4
2019-02-12,5,1337.7
2019-02-12,6,1456.4
2019-02-12,7,1937.1
2019-02-12,8,2526.3
2019-02-12,9,3013.9
2019-02-12,10,3523.4
2019-02-12,11,3701.2
2019-02-12,12,3533.4
2019-02-12,13,3409.2
2019-02-12,14,3318
2019-02-12,15,3118.7
2019-02-12,16,2980.6
2019-02-12,17,2708.7
2019-02-12,18,2390.5
2019-02-12,19,1923.7
2019-02-12,20,1700.9
2019-02-12,21,1570.1
2019-02-12,22,1341.2
2019-02-12,23,1165
2019-02-13,0,1132.3
2019-02-13,1,1135.5
2019-02-13,2,1123.3
2019-02-13,3,1122.4
2019-02-13,4,1131.4
2019-02-13,5,1277.4
2019-02-13,6,1431.3
2019-02-13,7,1918.7
2019-02-13,8,2401.3
2019-02-13,9,2821.6
2019-02-13,10,3032.4
2019-02-13,11,3111.8
2019-02-13,12,3198.6
2019-02-13,13,3262.8
2019-02-13,14,3247.8
2019-02-13,15,3146
2019-02-13,16,3014
2019-02-13,17,2905.9
2019-02-13,18,2611
2019-02-13,19,2046.1
2019-02-13,20,1763
2019-02-13,21,1652.7
2019-02-13,22,1416.3
2019-02-13,23,1212.3
2019-02-14,0,1164.6
2019-02-14,1,1140.8
2019-02-14,2,1140.9
2019-02-14,3,1132.5
2019-02-14,4,1137.4
2019-02-14,5,1256.9
2019-02-14,6,1429.8
2019-02-14,7,1945.7
2019-02-14,8,2452.7
2019-02-14,9,2909.7
2019-02-14,10,3133.8
2019-02-14,11,3296
2019-02-14,12,3225.6
2019-02-14,13,3305
2019-02-14,14,3456.3
2019-02-14,15,3361.3
2019-02-14,16,3407.6
2019-02-14,17,3237
2019-02-14,18,2966.1
2019-02-14,19,2217.3
2019-02-14,20,1880
2019-02-14,21,1756.4
2019-02-14,22,1498.8
2019-02-14,23,1287.3
2019-02-15,0,1221.6
2019-02-15,1,1189.4
2019-02-15,2,1196.7
2019-02-15,3,1189.4
2019-02-15,4,1216.2
2019-02-15,5,1333
2019-02-15,6,1463.3
2019-02-15,7,1880.9
2019-02-15,8,2454.7
2019-02-15,9,2870
2019-02-15,10,3189.9
2019-02-15,11,3506.7
2019-02-15,12,3672.3
2019-02-15,13,3882.8
2019-02-15,14,3935
2019-02-15,15,3910.6
2019-02-15,16,3740.9
2019-02-15,17,3461.5
2019-02-15,18,3071.7
2019-02-15,19,2236.8
2019-02-15,20,1825.5
2019-02-15,21,1737.2
2019-02-15,22,1487.4
2019-02-15,23,1253.2
2019-02-16,0,1174.9
2019-02-16,1,1147.7
2019-02-16,2,1170
2019-02-16,3,1166.8
2019-02-16,4,1150.6
2019-02-16,5,1147.6
2019-02-16,6,1173.9
2019-02-16,7,1227.2
2019-02-16,8,1366.1
2019-02-16,9,1469.8
2019-02-16,10,1504.9
2019-02-16,11,1573.6
2019-02-16,12,1628.8
2019-02-16,13,1660.5
2019-02-16,14,1665.7
2019-02-16,15,1635.5
2019-02-16,16,1634.9
2019-02-16,17,1584.6
2019-02-16,18,1600.3
2019-02-16,19,1595.8
2019-02-16,20,1543.6
2019-02-16,21,1496.7
2019-02-16,22,1337.7
2019-02-16,23,1240
2019-02-17,0,1178.6
2019-02-17,1,1157.4
2019-02-17,2,1165.1
2019-02-17,3,1169.8
2019-02-17,4,1160.9
2019-02-17,5,1158.6
2019-02-17,6,1155.9
2019-02-17,7,1339.6
2019-02-17,8,1345.1
2019-02-17,9,1381.8
2019-02-17,10,1404.8
2019-02-17,11,1510.2
2019-02-17,12,1683.4
2019-02-17,13,1835.2
2019-02-17,14,1879.7
2019-02-17,15,1876.1
2019-02-17,16,1858.3
2019-02-17,17,1781.3
2019-02-17,18,1746
2019-02-17,19,1439.2
2019-02-17,20,1338.6
2019-02-17,21,1342.8
2019-02-17,22,1348.1
2019-02-17,23,1301.6
2019-02-18,0,1268.5
2019-02-18,1,1245
2019-02-18,2,1235.6
2019-02-18,3,1221
2019-02-18,4,1219.4
2019-02-18,5,1399.5
2019-02-18,6,1554.8
2019-02-18,7,2242
2019-02-18,8,3060
2019-02-18,9,3469.6
2019-02-18,10,3825.7
2019-02-18,11,3996.3
2019-02-18,12,4039.7
2019-02-18,13,4207.6
2019-02-18,14,4149.4
2019-02-18,15,4135.3
2019-02-18,16,4057.9
2019-02-18,17,3680
2019-02-18,18,3262.4
2019-02-18,19,2363.2
2019-02-18,20,1890.1
2019-02-18,21,1745.3
2019-02-18,22,1442.1
2019-02-18,23,1267.5
2019-02-19,0,1195.2
2019-02-19,1,1185.9
2019-02-19,2,1176
2019-02-19,3,1153.9
2019-02-19,4,1176
2019-02-19,5,1303.9
2019-02-19,6,1465.9
2019-02-19,7,1885.3
2019-02-19,8,2440.5
2019-02-19,9,2910.7
2019-02-19,10,3326.1
2019-02-19,11,3523.8
2019-02-19,12,3572.8
2019-02-19,13,3774.5
2019-02-19,14,3864.6
2019-02-19,15,3666.8
2019-02-19,16,3500
2019-02-19,17,3219.4
2019-02-19,18,2868.5
2019-02-19,19,2163.4
2019-02-19,20,1788.2
2019-02-19,21,1639.7
2019-02-19,22,1402.7
2019-02-19,23,1228.5
2019-02-20,0,1154.4
2019-02-20,1,1124.5
2019-02-20,2,1142.3
2019-02-20,3,1130.6
2019-02-20,4,1150.7
2019-02-20,5,1297.1
2019-02-20,6,1428.6
2019-02-20,7,1845.2
2019-02-20,8,2457.7
2019-02-20,9,2897.9
2019-02-20,10,3254.5
2019-02-20,11,3440.7
2019-02-20,12,3532.2
2019-02-20,13,3597.8
2019-02-20,14,3643.4
2019-02-20,15,3507.6
2019-02-20,16,3506.2
2019-02-20,17,3284.8
2019-02-20,18,3004.1
2019-02-20,19,2220.6
2019-02-20,20,1821
2019-02-20,21,1725.6
2019-02-20,22,1469.7
2019-02-20,23,1289.1
2019-02-21,0,1227.7
2019-02-21,1,1200.5
2019-02-21,2,1194.6
2019-02-21,3,1181.8
